caption.sv,uuid
"Nordenmalm, Karl Oskar (1845 - 1927)",e7ca2b8c-fd5c-4610-ac70-c502aa1956c5
"Nordensten, Birger (1874 - 1936)",6db3428e-1b46-4df2-b394-7f29c527f84f
"Norder, Hakon Einar Sigfrid (1897 - )",fdecfce4-b9c4-46d0-8169-d22b2222abf8
"Nordin, Anders Olof (1845 - )",76883d49-6d49-4deb-b616-d3622d91b6c6
"Nordin, Carl A (1931 - 2005)",108f6000-e6ca-4c09-b30a-46e3fda7df2a
"Nordlund, Bernhard (1862 - 1899)",6d779e61-e65d-42ab-b720-e1dd337ec53c
"Nordlöf, Olga (1879 - 1936)",dc287393-99c6-433e-888e-44fe09df0489
"Nordlöw Björk, Anna (1863 - 1947)",0448d35c-25f0-495c-b45f-d451f112b01a
"Nordström, August Valdemar (1891 - 1924)",7e672b67-d221-4673-a1c9-9a493335e619
"Nordström, Hilda (1878 - )",c91a41eb-821a-49a6-9c0e-064e2984944d
"Nordström, Karl Axel (1883 - 1954)",007d6573-75f5-46a5-b957-c6fb6837f483
"Nordström, L.A.M. (1834 - 1911)",97c40289-e6de-498f-bbb9-585fb4716df1
"Norén, Jan Gösta (1937 - 1989)",083ee4d3-950b-4eac-8d09-7abfe8e6a996
"Norin, Bo Lage (1930 - 1960)",08888d42-1b20-4d2e-b42b-f0e8c421944e
"Norling, Sigfrid Johan Hugo (1873 - )",c232c05f-461f-4a08-8b0a-a53fd18fc3c0
"Norman, Anna Hildegard (1875 - 1939)",eecf11a3-b621-446a-b071-24ff02bfe040
"Normelli, Flora (1853 - 1939)",5ba46d31-949b-4d8d-87e0-f6b544805289
"Norrman, Jan (1933 - 2001)",739b4cf3-2c9f-4ec0-b1a4-979bda053355
"Norsén, Göran (1835 - )",18f3768c-0958-4ca7-b472-32f30f18bfa0
"Norström, Johan Emanuel (1869 - 1946)",2b5103a9-5c2a-459f-b605-ccd0ccf90819
"Nyberg, Augusta Vilhelmina (1863 - 1940)",ac038e1f-bec3-4156-b695-b98d85dc5e79
"Nyberg, Johanna Paulina (1866 - )",5bf10405-ab5e-4ccf-a08f-0db25645b23e
"Nyberg, Nikolaus Albin (1872 - )",fe369a3b-275d-4f7d-b95a-1305744b156e
"Nyberg, Simon (1881 - 1965)",33e11b5b-a1d8-412b-8fd3-d05cd1bedcf1
"Nyblaeus, Claes Gudmund (1817 - 1892)",fa0e5c9f-7863-42d0-9131-afcfaefc0427
"Nyblin, Karl Anton Peter Dyrendal (1864 - 1894)",fc180717-169f-4dd4-b331-514fb4ef1d8d
"Nygren, Ingrid Lucia (1882 - 1966)",9aabbe4a-bfdb-4464-b791-056ad19dec35
"Nygren, Johan Ludvig (1848 - )",0d6a16ed-941d-4fc6-8333-76da8f3dd329
"Nykvist, Ralph (1944 - )",c9520e12-9b30-4609-9234-000368a8d07f
"Nylander, Frida Sofia (1870 - 1962)",ba367da8-6a7d-4833-be6e-0677b61a6d7b
"Nymanson, Hanna Karolina (1864 - 1954)",17e0e501-b14b-4c91-89a3-1debc29bf24d
"Nyqvist, Karl Johan (1880 - 1962)",45713a5f-c4e0-4320-b79d-97be7271c0a5
"Nyström, Axel Harald (1898 - 1960)",cbb9804c-7490-42a5-bd9d-17cd40cc78c9
"Nyström, Karl Emanuel (1874 - 1964)",72ab00c2-c17b-4381-9fdc-6a3708a4dc44
"Nyström, Sara Charlotta (1873 - 1880)",73ace0c7-b9f2-456e-8b44-7c7eee35874e
"Näslund, Ester (1905 - 1997)",9be46b51-865e-449a-94cc-8ce41fab18c5
"Nöjd, Karl Gustaf (1924 - 1965)",37b3e691-9975-4ec4-9533-857efe3a8ea7
"Oddner, Georg (1923 - 2007)",c11cb9e5-8a4e-4ad4-b85d-5ecd0e510bd0
"Odulf, Tor-Ivan (1930 - 1988)",accbec8f-3b69-49ad-b18e-a2699e40da8b
"Ohlén, Karl Donald (1917 - 1963)",2d8e77d7-688f-4e23-be43-0f40908a18f7
"Ohlin, Carl Sigfrid (1891 - 1959)",442894ad-d818-4275-8c94-96079ddc45dc
"Ohlin, Elsa Maria (1897 - )",1353cc01-c79f-41fb-8a24-47ab52f6099f
"Ohlson, Hans (1866 - 1948)",5a56927d-d2c4-4c85-9bfa-c68142721156
"Ohlson, Karl Wilhelm (1875 - 1952)",d96a7807-9548-4851-bee7-b36722c4e059
"Ohlsson, Carl Hjalmar Christian (1878 - 1905)",a78de3fd-7061-4713-8386-00fb0cb68be3
"Ohlsson, Max E. (1902 - 1979)",3ac17986-c464-4c3a-b3fb-877d1345128b
"Ohm, Heinrich (1824 - 1904)",023cd73a-cd53-4269-a380-df615d71c1b9
"Ohm, Otto (1884 - 1960)",fd003faf-b88f-4b31-9cb3-942d8d43ead7
"Ohm, Otto Louis Johannes Herman (1860 - 1920)",95689e3c-98a9-49f5-96d3-db51f1312484
"Ohm, Sven (1895 - 1929)",b1293844-b53a-42ce-b21b-e563bbb89854
"Ohrlander, Axel Bernhard (1874 - 1931)",8812830e-42b4-4026-a57e-9e6d1c5a644b
"Olander, Elvira Kristina (1873 - 1941)",92a7f670-7306-4c6e-a97e-e4e68d23260b
"Olausson, Joel Levis (1904 - 1992)",7782923d-fc06-46a6-aa10-1b8589085467
"Olin, Alma Johanna Helena (1866 - 1939)",5003e97a-294d-41c8-8440-f0a1760b8782
"Ollén, Tyra Maria (1903 - )",6c4fe135-1fcb-45ee-b9d6-a17d286b889d
"Ollson, Anna (1841 - 1926)",776f4ecc-b0bf-47a5-8b57-cb1f0e0b9b54
"Olofsson, Elof (1902 - 1970)",12418047-b8a3-45fc-94ff-9c4bb9ed2b52
"Olofsson, Karl Uno (1944 - )",84adc1ee-97aa-4dc9-aa09-7f4459e88999
"Olsen, Carl Edvard (1869 - )",2a84068b-e648-4840-9dfe-385b494fe12a
"Olsen, Olga Gustava (1877 - )",8cc1faa9-e88b-4bdf-8a90-1dbef06bf55a
"Olsheden, Jan (1938 - 2007)",c56046c8-9c80-4235-a185-efd405587a42
"Olson, Anders (1840 - 1898)",8b6e9ae1-3f50-4377-9678-ab1ea8bb53d0
"Olson, Carl M. (1859 - 1900)",b54dfae8-b3cb-42f1-b6b6-c0c651f4173f
"Olson, Lennart (1925 - 2010)",eadb3c23-06dc-483a-a935-7d240159bc9b
"Olsson Bergström, Simon (1852 - 1924)",b68f279e-018f-4054-8a72-daf271eab0e4
"Olsson Granholm, Olof (1857 - 1919)",a1d75152-4679-42c6-a737-ff8f09f0f045
"Olsson Redin, Erik (1857 - 1937)",ce988a57-c324-4ffb-9ef8-c68ad23cd9fa
"Olsson, Anders (1869 - )",e78202ab-4022-4bf0-b284-97b25a596b44
"Olsson, Carl W. (1885 - )",42103647-98df-4976-a3de-30bfdbad247d
"Olsson, Daniel (1876 - 1964)",bdb682ce-149a-4bd5-ad92-058d3c111595
"Olsson, Edvard (1902 - 1975)",e7363818-8510-4e94-b632-e7140c6dcf47
"Olsson, Eric (1916 - 2014)",d02af695-03f9-49cf-91bc-15476bf85d9a
"Olsson, Gustaf Adolf (1890 - 1961)",541e6a9d-f1a2-46a6-8e15-c30d034424cf
"Olsson, Herman (1869 - 1946)",4f6f6587-491e-49ea-9de3-03a08d06fd6a
"Olsson, Johanna Lovisa (1876 - 1958)",ab8ed0a9-b193-41bb-9846-6a907b38e331
"Olsson, John Olof (1866 - )",e6c91335-d3a2-4f43-bffb-323ac401b9f8
"Olsson, Katarina Olivia (1882 - 1975)",59a57c18-41d0-468c-a87b-b6338f561f43
"Olsson, Lars Wollmar (1931 - 1968)",c2533ab8-b5fb-4154-b60d-dc05c21fc17e
"Olsson, Maria Charlotta (1855 - )",72cb128f-1d5a-4ded-b086-010607d5eb28
"Olsson, Matilda (1872 - 1915)",4411149f-2d1a-462f-9548-c537b2445c59
"Olsson, Oscar (1858 - 1939)",c354ab1c-665f-4c3e-8003-c5014fa1de09
"Olsson, Oskar (1855 - )",905efe82-0aaf-4c7d-80d2-4a22a650c1ff
"Olsson, Oskar Albert (1880 - 1936)",27fcf353-527c-47a0-a7ac-6d8c64fa4385
"Olsson, Oskar Wilhelm (1870 - 1922)",5fe4d70e-cdc7-45f2-b5b6-f7f1b78cae5f
"Olsson, Per (1852 - )",86600552-7af0-4a57-b78e-5adec6c47b20
"Olsson, Per Viktor (1869 - )",b67d0261-d458-4844-a833-d19d7405ef9e
"Olsson, Robert (1900 - 1980)",53b121f4-b4f7-4d23-952e-e0a503e08287
"Olsson, Robert Andreas (1877 - )",9e89b5a5-c3d5-4ea5-b951-e153026ab2e7
"Oredson, Sven (1933 - 1997)",0a4059a8-7a5f-4d70-928e-42fdc78eb31f
"Orling, Bengt (1872 - 1898)",3f7b9287-8232-4210-ba40-8b381f914fe7
"Orling, Brita Christina (1846 - )",1196ab5f-b338-4d31-8e35-9429b3487bc0
"Orling, Jonas Vilhelm (1837 - 1883)",248658ab-6470-439b-8fd0-4b42c650c484
"Ortman, Hildur (1860 - 1943)",c8f9c3ee-3f92-4d09-b1ea-e405d9c26613
"Osti, Henri (1826 - 1914)",52e7ff34-b261-463a-bb57-34c37b6732a2
"Ovesén, Rasmus (1843 - )",8faac6fb-ae69-4371-9279-a3eed6abf057
"Palmberg, Carl Gustaf F (1880 - )",d25357de-fdb0-4640-999e-cf184026d015
"Palmér Johansson, Josef (1868 - 1929)",6f88ea5e-c8b9-4984-a048-1bcfa63ce6c9
"Parr, Carl- Erik (1930 - 1992)",e487d3e2-4fc3-4b19-8be0-6f305ac1efd7
"Parr, Per Johan Verner (1891 - 1970)",94300ab1-b593-449a-b985-8e2d84cd3131
"Paulson, Karin (1881 - )",c0c30ad9-28ea-4469-99a4-4ba75c8791b9
"Paulsson, Anna (1883 - )",a0ae58cf-1cae-4148-a292-3c5bf5546b79
"Paulus, Herbert Henrik Bertil (1897 - 1954)",ae8859c0-c063-4d0f-ab0c-aec021503d2e
"Pehrson, Per August (1859 - 1925)",13857e75-f639-4939-ada0-acdba48c9158
"Perman, Selma (1857 - 1929)",a4f0f6c5-087f-42d5-9d90-73eac714f35b
"Person, Nils Gustaf (1876 - 1937)",53c124ce-ba18-4d86-8749-7f1d7a5fd95b
"Persson Backlund, Jonas (1873 - 1941)",95f36438-f7b1-4430-894d-1273a29e2fbe
"Persson Bengtsson, Bengt (1857 - 1937)",1af1c6f4-52aa-457d-845b-24d91dda605c
"Persson, Arne Henning (1928 - 1979)",6d964d94-f6f7-489b-a4a1-f20b3871cc2d
"Persson, Arvid (1893 - 1983)",18fe0f3d-4ada-46e2-9425-e1801643742e
"Persson, Bernhard (1897 - 1957)",e35c7145-9f5b-4c72-a7b2-6cfffc503060
"Persson, Carl Johan (1893 - )",cceb031e-d3ee-43b1-8d45-344ac4e86940
"Persson, David (1881 - 1964)",aa67a493-857b-4559-a580-45f92c03478f
"Persson, Elis (1861 - 1937)",00e71d0e-34d5-46a1-af95-778c30c86671
"Persson, Inge (1917 - 2008)",3a5b99c3-2ce3-4bf2-aa31-630500c5988a
"Persson, Ivan Ludvig (1881 - 1942)",1a1de36e-56e7-47b5-b560-24ff55f00a5e
"Persson, Katarina Teoline (1885 - 1981)",bedf7886-645c-49c3-8381-6f4c21bc6c73
"Persson, Klara Johanna (1884 - 1959)",c3f5e898-3c96-4043-9d20-c360dd449344
"Persson, Lars (1861 - 1937)",1804cda2-76e4-4c1b-bb4c-778b44ffd8a2
"Persson, Lina (1885 - 1981)",e9e78571-9a8a-43c2-b2ed-4be1a4140bb5
"Persson, Nils Sture (1904 - 1988)",24dbb9d9-218c-41f3-9966-a927d60161f3
"Persson, Oskar Emil Anton (1898 - )",9b13d19c-5dc9-458c-8270-7f38372a20c8
"Persson, Per (1860 - 1940)",fff7fc0d-8d53-436e-a8c0-6f77967ad01f
"Peters, Oskar Hjalmar (1864 - 1933)",8be07b88-7198-4d08-8aa3-8ed8c3ec851d
"Petersens, Lennart af (1913 - 2004)",d3e09fdc-41de-45bc-aacb-80d619c8bf1e
"Peterson, Hjalmar Julius (1874 - 1930)",83e9c118-0811-4487-bab3-c7485a822b4e
"Peterson, Johan  Alfred (1856 - 1908)",ba309da5-15eb-4b2c-8be6-7bbc71c4881e
"Peterson, Katarina Elisabeth (1889 - 1952)",92354f7c-510c-440e-b9d1-0dce93151fa1
"Petersson, Alfred (1856 - 1908)",f4e21236-b68a-4bf0-ba5b-d84729ce39a2
"Petersson, Jan Peter (1834 - )",3292cb4c-26d0-4379-ad98-fdbdc5e61d52
"Petersson, Syster Thérèse (1874 - 1931)",17e79aca-185a-4a8f-8108-e4582231938e
"Peterzén, Sally Tyra Sofia (1874 - 1955)",3e7f71cd-cf62-469d-8961-4de251c5cce3
"Pettersson Rube, Rudolf Bernhard Agvelin (1858 - 1920)",8354b80d-927f-4d67-b423-56da4ded7068
"Pettersson, Bengt Harry (1934 - 1969)",8e037ba4-d0c0-4112-befa-81dba8c29f9b
"Pettersson, Einar Walfrid (1896 - 1973)",ed1a6fe5-caf3-4c45-846b-777072809bd3
"Pettersson, Elsa Karolina (1894 - 1975)",6dffc88c-b8c2-4187-aa3d-cd94f3116b81
"Pettersson, Erik (1853 - 1937)",7857a715-4284-46a3-8a59-9be5feae8939
"Pettersson, Ester (1892 - 1963)",3e4726a8-7cf1-4f1b-8c94-4a31169e45f5
"Pettersson, Fritz (1900 - 1989)",023dea3f-5554-48d4-b94a-287769407d46
"Pettersson, Hanna Elisabeth (1863 - )",ded6252d-697b-442f-a920-8eb0d848cb23
"Pettersson, Helga (1915 - )",d4e513f5-0e3b-4ca4-ae77-9f1caa036082
"Pettersson, Hildegard (1909 - 1915)",d625ca9a-51fb-44ca-ad9e-30e6bbcfaa13
"Pettersson, Inez (1920 - 1960)",9973dc9a-57ce-48e0-bc74-fd7aa050d97d
"Pettersson, Johan Erik (1846 - )",805d7555-5c0d-4fbd-8335-72335c32261b
"Pettersson, Maria Viktoria (1864 - 1924)",9215fef9-ce44-4b60-ac30-cd4922cbabc7
"Pettersson, Nils Arne (1939 - 1978)",6d8d52cf-611e-4d1b-8356-dbe6d19e6b04
"Pettersson, Otto Rudolf Lucas (1831 - 1888)",ee00935c-93c5-4cfd-8eb1-fbf75a4058f7
"Pettersson, Per Johan (1971 - )",4cc5e1a6-5fde-4b0c-a19d-bdf9d34d9bc1
"Pettersson, Rudolf (1858 - 1920)",18acd6b5-5c2b-4a39-97bc-633f5c08bc31
"Pettersson, Rudolf (1868 - )",b64463c7-2bc3-4949-88d2-b66fad8d5b52
"Pettersson, Sven Daniel (1844 - 1909)",a755c16b-e33b-44bd-9f6a-7c2d1929dec8
"Pettersson, Tora (1883 - 1968)",27281810-8bfe-4f4f-8bb0-64bd7c101d20
"Philip, Tekla Leokardia Johanna (1851 - 1941)",6576b513-85d2-4ef3-9e06-5e1e3d007733
"Pihl, Herman (1877 - 1921)",120de6d6-4dc0-457c-a751-d1ec43f2a879
"Pihl, Johanna Kristina (1848 - 1922)",5b413268-2218-4d8f-8512-be2693f3e99c
"Piltin, Benjamin (1878 - )",a6f0ad3f-a719-4ce0-b028-3132f10d280f
"Planting Bergloo, Bror Carl Gustaf (1861 - 1941)",ee5ce16d-9607-4486-9e7d-fa086eeb4180
"Plathino, Johan Ludvig (1874 - 1932)",e40fdca0-d518-43e4-b863-521ad5ce608f
"Post, Otto (1831 - )",36b320e6-24df-4ee6-ab56-f5be5a09b4c2
"Poulsen, Anna Wilhelmina F (1863 - )",355278aa-9fe6-496e-891c-89e4cd2d7f4f
"Pramm, Petrus (1888 - 1940)",c9c35530-5076-4191-90a9-12455dea8612
"Preinitz, Gustaf Evert (1890 - )",5f499be4-e96e-4886-894e-308dd31a51eb
"Preinitz, Karl Elis (1886 - 1954)",abf7dbc6-a627-4c44-b708-d1c4a3822e97
"Presto, Olle (1835 - 1910)",233741ed-e8c2-4b13-b8cf-aeaf4fe6f912
"Procopée, Alma (1871 - 1954)",fec3b2c4-7541-4a64-b7c2-4744ad455048
"Procopée, Ellen (1868 - 1943)",c2112e6a-810b-4ec5-94b4-dc85e8dc21bf
"Püschman, Bertha (1874 - 1936)",b787b8c3-8cec-4734-b1a8-62024da12f92
"Pöhner, Christer (1951 - 2014)",16ee892d-c992-4349-8c42-d9aa819067ad
"Quist, Ludvig (1833 - 1924)",1323e662-a0d5-4368-a2e9-1dcbdeb8e41c
"Qvarnström, Maria Lovisa (1861 - )",3f5a8513-764c-49be-ba0b-bf407febcc1b
"Rahm, Knut Olof (1876 - )",8971ccd4-757a-4e11-920e-9b9858ca0949
"Rahmn, Albert Wilhelm (1871 - 1947)",b48bc427-926b-4965-9f7d-32c861936ced
"Ramstedt, Manfred Emil (1887 - )",fd4a5c07-d329-48e5-9187-5d20180582b9
"Ranch, Mathilda (1860 - 1938)",4ae8c563-f8c2-4879-bbb3-da2b818df83b
"Ranch, Wilhelm (1828 - 1906)",6cf5ba47-8029-4cd6-bb57-1d0b9dca35cf
"Ranheimsaeter, Carl Olof (1882 - )",a0af1a0e-b8e6-4dd0-be94-42ecefcb7e1f
"Raquet Ersson, Erik (1864 - )",c8b0c013-32b3-473d-936e-ffd5e680587b
"Rasch, Alrik Eduard (1899 - 1975)",776b5f21-0c39-4f56-9356-544f727c6a8a
"Rasmusson, Augusta Josefina (1872 - 1954)",9ae7a288-d0c7-4625-8a34-f51eec039041
"Rehn, Stig (1917 - 1999)",ed27917b-b939-4232-8544-d1e8930f8174
"Rehnström, Alfred (1865 - 1932)",596c452a-225a-444f-b7c4-b36f672a7897
"Rehnström, Carl Eric (1837 - 1920)",9c32fa8e-d160-438f-971e-42f21a5a2887
"Reimers, Gustaf Wilh. (1885 - 1963)",21365e48-80a1-42b5-af0f-7c18fc19a902
"Reinhold, Friedrich August (1807 - 1866)",f7700944-4594-49ed-8582-aa9cedba30dd
"Reisz, André (1897 - 1974)",821e30ff-8e31-46c0-a4c9-7e6f213fc2f0
"Reisz, Irene (1900 - 1987)",b6eacb5a-6d44-4a61-ae16-78430d6e7e42
"Rejlander, Oscar Gustav (1813? - 1875)",8b943c97-2093-4261-a7ee-30a8e777eff9
"Renard, Frangot Carl August (1869 - )",0324f2c5-e2f7-4670-8f27-75ff7b241087
"Renard, Fredrik (1824 - 1895)",73f582f4-38c9-48ad-8eb3-b32159c34691
"Renard, Fredrik Alexander Valdemar (1817 - )",1fe6cba1-adb0-4d47-93f7-b5b379493a1b
"Renard, Fredrik Herman (1872 - 1933)",102c9b2a-b38c-4c6b-a08b-fc9c33b3fecc
"Renner, Johan Gustaf (1842 - 1928)",fe60cacc-f1b5-480f-9860-0798569cb24b
"Renner, Otto Edvard (1836 - 1910)",cec26c3b-c189-4961-8760-e387666d3d5b
"Renström, Georg (1892 - 1950)",59279102-a005-4a77-a7d5-012a483a72a9
"Rheborg, Lilly Maria (1886 - 1973)",18e9126b-364e-4706-b432-5098a9159f20
"Richard, Julius (1812 - )",1b518be2-091a-4d32-b8b3-4c29448ea2f9
"Rickman, Eric Lennart (1946 - 1990)",eab0eaf8-6ec3-41d9-be56-1cb2854f978f
"Ridderberg, Jonas Arvid (1889 - 1971)",a88a2fc4-04fa-454c-95c6-a54264826fce
"Ring, Wilhelm Nikanor (1885 - 1971)",dd68cebd-c0f1-487c-946b-d6b9b4e73186
"Rinman, Olga (1861 - 1927)",31cb120d-f7da-4f21-93f4-d222c08d4ba4
"Risberg, Signe Henrietta Lovisa (1866 - 1958)",1fc32297-cecb-4cac-9a1d-eb819ebdd9f4
"Riwkin-Brick, Anna (1908 - 1970)",71320d71-9571-4653-a7d8-8b30df48119c
"Roesler, August (1837 - 1896)",5d76056a-c0e9-4737-ae50-ad582d808220
"Roesler, Ernst (1832 - 1919)",f432c58d-df87-4d08-a492-1a0a54b43b26
"Roesler, Maria (1852 - 1927)",f0cc2db2-7195-44d0-b73c-1cae3f8723c9
"Roikjer, Carl Vilhelm (1842 - 1902)",b56c34e5-81e8-4eba-a0d1-3dd581ff888b
"Roikjer, Victor Axel Emile (1871 - )",c58caba6-51a4-4049-b9a2-037435b5b470
"Roosval, Albin (1860 - 1943)",868c96b8-28cc-4fd3-a5e6-1a9323311020
"Rooth, Birger (1878 - 1928)",3b8d6d4a-12b9-421a-96a9-43a39d032764
"Rosborg, Augusta Maria (1861 - 1906)",d073cffc-3f67-42f4-9914-6f9724d69d05
"Rosdahl, Elin (1866 - 1940)",939f5a25-ca58-4985-9ef2-bf472f8e17ae
"Rosdahl, Klara Josefina (1856 - 1939)",92ee248b-1a73-4c74-95b1-c9b4c6293f63
"Rosén, Alma Helena (1857 - 1937)",3f61ba54-e3aa-40bf-9639-deaef8b1de30
"Rosén, Carl (1855 - 1908)",7a5da206-bb06-4d5a-b33b-ed213331f9eb
"Rosén, Karl Gustaf (1872 - 1923)",2744b9e9-9078-4be0-960d-2cf88655096c
"Rosén, Kristina Juliana (1888 - 1970)",55ac1afb-5a5d-4f9f-8fe8-6cd5872d5d88
"Rosenberg, C. G. (1883 - 1957)",e72c504f-072c-4664-84aa-c4484b212963
"Rosendahl, Hedvig (1867 - 1929)",5a9f2c36-4d52-445b-b38e-e02928940342
"Rosengren, Adolf Hjalmar (1875 - 1959)",a3aadd27-7170-4a35-a240-b537f8d44a70
Rosenhall Gustaf Magnus (1886 - 1919),5ef7a3fb-ec88-459a-90ce-6cb534d14681
"Rosenlöf, Gottfrid (1883 - 1945)",bf82245a-5b2f-49c0-960d-d47bd3fa49d4
"Rosenqvist, Helena Elisabeth (1896 - 1979)",c06b5f15-ade1-4c5f-be9b-e0e71a3c355a
"Rosenqvist, Tyra Karolina (1888 - 1965)",f3f952e1-68c6-4393-a117-a5c205ac2b90
"Roth, Berna (1885 - 1956)",e56f21d4-c2d4-47f1-b918-89ced2f72a8e
"Rube, Arthur (1883 - 1947)",a5bc4643-9372-41a8-96dc-62b11917b634
"Rubin, Elna (1876 - 1956)",41870e78-616e-430a-9727-147230b85385
"Rubin, Karl Fritiof (1864 - )",057af0f0-fad5-4fd5-9811-8e07034e07ec
"Rudnyk, Roman (1920 - 1966)",8dfb1b00-f2af-4b76-a5ac-48cc9cbac9e1
"Rudqvist, Maria (1879 - )",3ce32632-0414-49e2-a65d-1595efdb6e93
"Rundblad, Karl Ivar (1873 - )",0ad797b9-bdb3-415f-9b87-e967fd808034
"Rundh, Enar (1905 - 1992)",c828fa4d-720d-41a3-b8a4-fa12d8e9228a
"Runstedt Johansson, Oskar Natanael (1849 - 1933)",784b088b-a6e4-4d0a-9fd2-2a782b5161d7
"Rutberg, Anna (1869 - 1955)",ead7fede-f4dc-4e90-918b-0da1d3edfaff
"Rydberg, Amelie (1862 - 1950)",f45751e3-1728-45d5-9419-420b26e563a9
"Rydberg, Gerda (1881 - 1951)",1e265fbf-02e4-4ea2-929f-f7e353894539
"Rydberg, Joel Emanuel (1901 - 1967)",7c3c522a-657b-49ce-bfa5-85b9fcd3beee
"Rydberg, Josef (1891 - 1976)",f0833261-1d65-443e-9a2c-5bcb33510604
"Rydell, Adolf (1840 - 1874)",73af2652-0879-4ef3-8ec1-5a29cd800eb4
"Rydén, Gustav Natanael (1889 - 1981)",c4f30d06-0247-471f-8eae-4081ca442088
"Rydholm, Josefina (1827 - 1880)",8a06fb88-9567-4923-a318-c073e45fa366
"Rydin, Axel (1837 - 1912)",439b9077-3b06-48ae-b6ef-3c8a386dca22
"Rydqvist, Johan Carl (1859 - 1919)",afbe061f-95e1-4bf4-ae1a-d3f9785417df
"Rydström, Johan Edvard (1820 - 1913)",ff51522a-9b4c-43e5-a86c-16e7c244c1b8
"Rylander, Oscar (1866 - 1951)",518404a0-c5da-45c7-a531-0e1b14155a87
"Röding, Josef (1877 - 1947)",87e86133-6016-4e49-8935-779f65e12afe
"Rönnberg, Fanny Sofia (1865 - 1948)",1d5c18aa-66ca-41a4-a510-aa9f23cd4d96
"Råberg, Johan Elias (1849 - 1927)",5340cd65-58b8-45db-a194-782d5771d24b
"Rådberg, Erik Gustav (1853 - 1916)",5fc825db-fb49-40b8-b44c-ec9267a7269f
"Rådberg, Kristina (1855 - 1950)",70e807f2-dcb1-4d4f-8e89-bd035bf28a9d
"Sachse, Fritz August Wilhelm (1820 - )",9529b1e3-6770-44ef-8255-27e1e347a050
"Sahlberg, Katarina Bernhardina (1831 - 1886)",eb513be0-3301-4cac-ad45-8c971e500440
"Sahlin, August Edvard (1845 - )",debf771c-031a-4d99-b4f6-70a46f1bb4cb
"Salin, Kasper (1856 - 1919)",6bd2b761-4a24-4ef4-8c46-90e1e2486745
"Samelius, Anna Elisabet (1882 - 1953)",92fb2744-560d-48ff-931e-7f98bd5bd55c
"Sammland, Rudolf (1854 - 1916)",ab6ee6c4-a640-4e47-8a67-0ad4b687be36
"Samuelsson, Agunda (1883 - 1953)",0fc5690f-0117-4288-a577-59191add4174
"Samuelsson, Elfrida Victoria (1854 - )",a4c7502f-4f7e-43ef-9e05-db1d0ae8fb84
"Samuelsson, Gustav Ivar (1877 - 1961)",4f219a84-9365-4e94-9b6f-d30006536ed7
"Sandahl, Hildur Alexia (1877 - )",42780285-ed98-45e2-b9fe-6d1ebac040bf
"Sandberg, Amanda (1864 - 1937)",695a3dc8-38ae-4703-ae6a-56126b69404a
"Sandberg, Anders Wilhelm (1887 - 1938)",b3b789f2-e7bf-4f67-a672-8f44ff265e98
"Sandberg, Augusta Viktoria (1881 - 1956)",d19912fe-856b-4070-9375-4b0303c3c48f
"Sandberg, B.C.F. (1837 - )",008fae59-83d4-4cce-ab03-22d0e8aa797b
"Sandberg, Betty (1874 - 1924)",ee2ab440-8763-43a1-ab75-d98007b98da7
"Sandberg, Gustaf Richard (1863 - 1958)",14696e3c-a6b4-44d2-9444-feb8a79d661a
"Sandberg, Herman (1865 - 1933)",0069ed7e-cb47-4c34-a268-27a9e22ceb54
"Sandelin, Amelie (1862 - 1950)",2bd58df3-cab0-4129-9805-467bd07b1b73
"Sandelin, Emma Charlotta Georgina (1860 - 1947)",5b8ebdae-60df-44ca-80d5-16c259e95764
"Sandels, Carl (1845 - 1919)",ed1d64d6-51d3-410e-a4ef-4f613ad53a00
"Sandels, Carl Gottlieb (1876 - 1908)",92ecb7ec-b157-4d0c-a10a-1f1110e6cfc8
"Sandels, Karl (1906 - 1986)",cdf33b8c-0d25-44dc-baab-5098485cad93
"Sandels, Knut Hjalmar (1881 - 1952)",7db4335b-81e2-4d56-a298-a4d3811c3021
"Sandgren, Gunhild (1884 - 1952)",4d7a0e36-ed12-4b71-9b04-5df195abbb89
"Sandkvist, Karl Georg (1901 - 1984)",b13a4679-17a1-4eac-a5e2-02e44b48553e
"Sandlund, Gustaf (1852 - 1911)",f22c6d08-438f-444d-ba09-19c2d4823d39
"Schedin, Nils (1866 - )",e9989699-883b-4f02-96f0-eb9156f32f59
"Schelin, Karl August (1872 - 1958)",52a0dba8-b3f9-45ae-80cd-9e6aa7ed4264
"Schelin, Karl Elis V (1866 - )",6dcee9ad-ab23-4576-9b4d-69a492448a41
"Schenson, Emma (1827 - 1913)",7870442f-67a5-4198-8b70-c5c88e9a6161
"Scherer, Georg (1839 - )",4bf92759-b4a5-4a43-8c14-0a8d0cf86a27
"Schmalle, Gustaf Adolf Karl (1843 - 1926)",8229a155-4c16-48a2-83bd-10c7e85d0c6e
"Schmidt, Jens Adolf Johan (1876 - )",22a2b0c9-4929-4556-91d4-72555a8a3a37
"Schrevelius, Johanna Matilda (1853 - 1943)",e7b8be35-bde9-49c0-b5b5-05e20269d818
"Schröder, Anna Gustava (1869 - 1951)",5f16b418-edbf-4ead-b801-0c24cb16864d
"Schulterus, Anders August (1869 - 1940)",63ccde4a-1ae8-4f70-9b6e-510937afe9c0
"Schultz, Karl Alfred (1891 - 1976)",1df1c3a3-c313-4058-a5ce-6b685abba097
